Frame,MonotonicTimeMs
521,138804896
522,138804916
523,138804929
524,138804946
525,138804963
526,138804979
527,138804995
528,138805011
529,138805027
530,138805043
531,138805060
532,138805077
533,138805094
534,138805110
535,138805126
536,138805153
537,138805166
538,138805177
539,138805204
540,138805217
541,138805232
542,138805253
543,138805277
544,138805303
545,138805338
546,138805349
547,138805367
548,138805380
549,138805399
550,138805414
551,138805430
552,138805446
553,138805463
554,138805479
555,138805495
556,138805513
557,138805529
558,138805546
559,138805565
560,138805579
561,138805596
562,138805615
563,138805629
564,138805646
565,138805665
566,138805686
567,138805701
568,138805712
569,138805738
570,138805765
571,138805780
572,138805809
573,138805829
574,138805854
575,138805877
576,138805891
577,138805904
578,138805929
579,138805946
580,138805963
581,138805979
582,138805995
583,138806012
584,138806030
585,138806046
586,138806064
587,138806081
588,138806097
589,138806114
590,138806134
591,138806147
592,138806166
593,138806187
594,138806206
595,138806228
596,138806252
597,138806270
598,138806299
599,138806317
600,138806345
601,138806369
602,138806397
603,138806412
604,138806431
605,138806446
606,138806463
607,138806482
608,138806498
609,138806514
610,138806534
611,138806549
612,138806566
613,138806582
614,138806600
615,138806616
616,138806632
617,138806651
618,138806666
619,138806687
620,138806701
621,138806719
622,138806737
623,138806756
624,138806766
625,138806783
626,138806800
627,138806817
628,138806838
629,138806850
630,138806890
631,138806927
632,138806949
633,138806966
634,138806986
635,138806999
636,138807015
637,138807032
638,138807049
639,138807067
640,138807084
641,138807101
642,138807123
643,138807134
644,138807151
645,138807168
646,138807186
647,138807205
648,138807223
649,138807260
650,138807284
651,138807294
652,138807324
653,138807334
654,138807353
655,138807375
656,138807401
657,138807421
658,138807434
659,138807450
660,138807466
661,138807487
662,138807501
663,138807517
664,138807534
665,138807551
666,138807570
667,138807585
668,138807601
669,138807618
670,138807635
671,138807653
672,138807669
673,138807689
674,138807705
675,138807726
676,138807744
677,138807769
678,138807781
679,138807812
680,138807827
681,138807854
682,138807871
683,138807886
684,138807914
685,138807935
686,138807955
687,138807968
688,138807984
689,138808001
690,138808018
691,138808037
692,138808052
693,138808068
694,138808086
695,138808102
696,138808118
697,138808144
698,138808154
699,138808172
700,138808190
701,138808203
702,138808223
703,138808236
704,138808273
705,138808289
706,138808316
707,138808338
708,138808354
709,138808371
710,138808386
711,138808405
712,138808423
713,138808437
714,138808457
715,138808473
716,138808486
717,138808503
718,138808519
719,138808536
720,138808553
721,138808573
722,138808585
723,138808602
724,138808619
725,138808637
726,138808654
727,138808672
728,138808692
729,138808707
730,138808726
731,138808737
732,138808758
733,138808776
734,138808788
735,138808804
736,138808833
737,138808856
738,138808886
739,138808913
740,138808934
741,138808956
742,138808971
743,138808990
744,138809006
745,138809020
746,138809038
747,138809056
748,138809073
749,138809089
750,138809106
751,138809123
752,138809139
753,138809163
754,138809173
755,138809192
756,138809206
757,138809222
758,138809240
759,138809258
760,138809274
761,138809302
762,138809328
763,138809360
764,138809376
765,138809418
766,138809433
767,138809454
768,138809465
769,138809474
770,138809493
771,138809507
772,138809526
773,138809540
774,138809556
775,138809573
776,138809590
777,138809606
778,138809622
779,138809640
780,138809657
781,138809673
782,138809688
783,138809704
784,138809723
785,138809738
786,138809757
787,138809775
788,138809793
789,138809816
790,138809828
791,138809844
792,138809864
793,138809875
794,138809892
795,138809908
796,138809925
797,138809943
798,138809959
799,138809975
800,138809992
801,138810008
802,138810025
803,138810042
804,138810058
805,138810075
806,138810091
807,138810109
808,138810127
809,138810141
810,138810156
811,138810173
812,138810196
813,138810208
814,138810223
815,138810241
816,138810260
817,138810274
818,138810292
819,138810318
820,138810343
821,138810372
822,138810384
823,138810395
824,138810412
825,138810427
826,138810445
827,138810460
828,138810479
829,138810494
830,138810510
831,138810526
832,138810542
833,138810559
834,138810576
835,138810593
836,138810609
837,138810624
838,138810642
839,138810659
840,138810677
841,138810692
842,138810713
843,138810726
844,138810743
845,138810759
846,138810784
847,138810798
848,138810814
849,138810840
850,138810863
851,138810870
852,138810886
853,138810896
854,138810916
855,138810929
856,138810945
857,138810962
858,138810978
859,138810995
860,138811013
861,138811030
862,138811060
863,138811080
864,138811093
865,138811109
866,138811126
867,138811145
868,138811160
869,138811177
870,138811198
871,138811216
872,138811226
873,138811254
874,138811276
875,138811290
876,138811301
877,138811315
878,138811328
879,138811344
880,138811363
881,138811380
882,138811396
883,138811422
884,138811432
885,138811449
886,138811462
887,138811479
888,138811495
889,138811512
890,138811529
891,138811546
892,138811562
893,138811578
894,138811600
895,138811611
896,138811628
897,138811655
898,138811667
899,138811678
900,138811703
901,138811712
902,138811728
903,138811752
904,138811775
905,138811785
906,138811800
907,138811823
908,138811839
909,138811848
910,138811864
911,138811891
912,138811904
913,138811914
914,138811931
915,138811947
916,138811963
917,138811980
918,138811996
919,138812012
920,138812029
921,138812047
922,138812063
923,138812078
924,138812094
925,138812113
926,138812128
927,138812145
928,138812162
929,138812179
930,138812195
931,138812212
932,138812228
933,138812245
934,138812265
935,138812284
936,138812305
937,138812314
938,138812337
939,138812367
940,138812385
941,138812413
942,138812416
943,138812435
944,138812449
945,138812468
946,138812483
947,138812499
948,138812515
949,138812531
950,138812547
951,138812564
952,138812581
953,138812599
954,138812618
955,138812630
956,138812647
957,138812665
958,138812683
959,138812698
960,138812714
961,138812739
962,138812754
963,138812768
964,138812787
965,138812807
966,138812817
967,138812833
968,138812854
969,138812872
970,138812898
971,138812908
972,138812930
973,138812940
974,138812952
975,138812968
976,138812984
977,138812999
978,138813016
979,138813032
980,138813048
981,138813065
982,138813081
983,138813099
984,138813115
985,138813132
986,138813148
987,138813166
988,138813182
989,138813202
990,138813218
991,138813231
992,138813250
993,138813271
994,138813287
995,138813303
996,138813317
997,138813334
998,138813358
999,138813398
1000,138813433
1001,138813451
1002,138813474
1003,138813485
1004,138813500
1005,138813517
1006,138813534
1007,138813550
1008,138813567
1009,138813583
1010,138813600
1011,138813617
1012,138813636
1013,138813651
1014,138813667
1015,138813689
1016,138813706
1017,138813717
1018,138813736
1019,138813755
1020,138813770
1021,138813787
1022,138813802
1023,138813822
1024,138813836
1025,138813852
1026,138813871
1027,138813895
1028,138813917
1029,138813938
1030,138813955
1031,138813971
1032,138813988
1033,138814005
1034,138814021
1035,138814037
1036,138814054
1037,138814070
1038,138814086
1039,138814102
1040,138814127
1041,138814137
1042,138814152
1043,138814173
1044,138814185
1045,138814206
1046,138814223
1047,138814233
1048,138814250
1049,138814281
1050,138814293
1051,138814306
1052,138814326
1053,138814352
1054,138814362
1055,138814375
1056,138814393
1057,138814406
1058,138814427
1059,138814440
1060,138814457
1061,138814473
1062,138814490
1063,138814506
1064,138814522
1065,138814539
1066,138814555
1067,138814571
1068,138814588
1069,138814604
1070,138814622
1071,138814637
1072,138814662
1073,138814669
1074,138814684
1075,138814711
1076,138814731
1077,138814757
1078,138814778
1079,138814796
1080,138814815
1081,138814848
1082,138814872
1083,138814882
1084,138814905
1085,138814932
1086,138814939
1087,138814956
1088,138814973
1089,138814989
1090,138815006
1091,138815023
1092,138815040
1093,138815058
1094,138815073
1095,138815090
1096,138815106
1097,138815122
1098,138815138
1099,138815156
1100,138815469
1101,138815473
1102,138815481
1103,138815508
1104,138815524
1105,138815541
1106,138815562
1107,138815576
1108,138815591
1109,138815608
1110,138815624
1111,138815641
1112,138815657
1113,138815675
1114,138815691
1115,138815713
1116,138815723
1117,138815739
1118,138815763
1119,138815775
1120,138815808
1121,138815818
1122,138815854
1123,138815880
1124,138815891
1125,138815900
1126,138815915
1127,138815926
1128,138815942
1129,138815957
1130,138815974
1131,138815991
1132,138816008
1133,138816025
1134,138816042
1135,138816058
1136,138816075
1137,138816093
1138,138816108
1139,138816128
1140,138816142
1141,138816158
1142,138816183
1143,138816196
1144,138816210
1145,138816225
1146,138816240
1147,138816258
1148,138816278
1149,138816294
1150,138816311
1151,138816330
1152,138816346
1153,138816362
1154,138816400
1155,138816410
1156,138816418
1157,138816445
1158,138816458
1159,138816476
1160,138816492
1161,138816509
1162,138816525
1163,138816542
1164,138816560
1165,138816576
1166,138816592
1167,138816609
1168,138816626
1169,138816644
1170,138816660
1171,138816678
1172,138816694
1173,138816708
1174,138816727
1175,138816748
1176,138816769
1177,138816786
1178,138816801
1179,138816812
1180,138816832
1181,138816855
1182,138816874
1183,138816887
1184,138816897
1185,138816914
1186,138816930
1187,138816945
1188,138816969
1189,138816978
1190,138816993
1191,138817010
1192,138817027
1193,138817043
1194,138817060
1195,138817078
1196,138817094
1197,138817110
1198,138817126
1199,138817143
1200,138817161
1201,138817178
1202,138817195
1203,138817213
1204,138817227
1205,138817243
1206,138817260
1207,138817277
1208,138817298
1209,138817315
1210,138817336
1211,138817354
1212,138817372
1213,138817384
1214,138817398
1215,138817414
1216,138817431
1217,138817446
1218,138817463
1219,138817480
1220,138817496
1221,138817513
1222,138817530
1223,138817546
1224,138817562
1225,138817579
1226,138817596
1227,138817613
1228,138817628
1229,138817645
1230,138817662
1231,138817680
1232,138817695
1233,138817713
1234,138817729
1235,138817746
1236,138817781
1237,138817794
1238,138817815
1239,138817841
1240,138817855
1241,138817874
1242,138817887
1243,138817906
1244,138817922
1245,138817936
1246,138817947
1247,138817965
1248,138817981
1249,138817997
1250,138818014
1251,138818030
1252,138818046
1253,138818063
1254,138818080
1255,138818097
1256,138818113
1257,138818131
1258,138818145
1259,138818164
1260,138818181
1261,138818197
1262,138818216
1263,138818232
1264,138818252
1265,138818263
1266,138818280
1267,138818298
1268,138818314
1269,138818334
1270,138818352
1271,138818371
1272,138818383
1273,138818401
1274,138818415
1275,138818437
1276,138818454
1277,138818468
1278,138818482
1279,138818499
1280,138818515
1281,138818532
1282,138818549
1283,138818566
1284,138818583
1285,138818600
1286,138818617
1287,138818631
1288,138818649
1289,138818668
1290,138818682
1291,138818698
1292,138818715
1293,138818735
1294,138818749
1295,138818772
1296,138818786
1297,138818802
1298,138818826
1299,138818834
1300,138818852
1301,138818868
1302,138818891
1303,138818900
1304,138818915
1305,138818932
1306,138818949
1307,138818966
1308,138818983
1309,138818999
1310,138819018
1311,138819033
1312,138819049
1313,138819067
1314,138819083
1315,138819097
1316,138819115
1317,138819133
1318,138819148
1319,138819165
1320,138819181
1321,138819201
1322,138819219
1323,138819237
1324,138819253
1325,138819267
1326,138819300
1327,138819329
1328,138819343
1329,138819371
1330,138819391
1331,138819400
1332,138819419
1333,138819439
1334,138819451
1335,138819468
1336,138819485
1337,138819502
1338,138819518
1339,138819536
1340,138819551
1341,138819567
1342,138819584
1343,138819599
1344,138819617
1345,138819634
1346,138819650
1347,138819667
1348,138819689
1349,138819699
1350,138819718
1351,138819734
1352,138819750
1353,138819778
1354,138819790
1355,138819805
1356,138819819
1357,138819840
1358,138819856
1359,138819874
1360,138819887
1361,138819902
1362,138819924
1363,138819938
1364,138819955
1365,138819970
1366,138819990
1367,138820003
1368,138820019
1369,138820036
1370,138820053
1371,138820068
1372,138820085
1373,138820102
1374,138820121
1375,138820139
1376,138820158
1377,138820176
1378,138820198
1379,138820214
1380,138820231
1381,138820249
1382,138820267
1383,138820289
1384,138820321
1385,138820327
1386,138820339
1387,138820350
1388,138820366
1389,138820385
1390,138820398
1391,138820414
1392,138820429
1393,138820444
1394,138820460
1395,138820476
1396,138820492
1397,138820508
1398,138820525
1399,138820541
1400,138820557
1401,138820574
1402,138820590
1403,138820607
1404,138820625
1405,138820643
1406,138820659
1407,138820681
1408,138820695
1409,138820713
1410,138820730
1411,138820773
1412,138820825
1413,138820832
1414,138820850
1415,138820882
1416,138820897
1417,138820917
1418,138820932
1419,138820949
1420,138820971
1421,138820986
1422,138821005
1423,138821022
1424,138821039
1425,138821058
1426,138821078
1427,138821095
1428,138821113
1429,138821132
1430,138821150
1431,138821168
1432,138821190
1433,138821203
1434,138821218
1435,138821239
1436,138821274
1437,138821293
1438,138821303
1439,138821331
1440,138821361
1441,138821399
1442,138821427
1443,138821445
1444,138821475
1445,138821502
1446,138821513
1447,138821545
1448,138821564
1449,138821578
1450,138821596
1451,138821622
1452,138821636
1453,138821649
1454,138821666
1455,138821689
1456,138821701
1457,138821717
1458,138821736
1459,138821752
1460,138821770
1461,138821794
1462,138821818
1463,138821861
1464,138821888
1465,138821901
1466,138821916
1467,138821930
1468,138821946
1469,138821962
1470,138821979
1471,138821995
1472,138822012
1473,138822029
1474,138822045
1475,138822062
1476,138822079
1477,138822096
1478,138822114
1479,138822131
1480,138822149
1481,138822167
1482,138822184
1483,138822203
1484,138822218
1485,138822234
1486,138822250
1487,138822274
1488,138822297
1489,138822311
1490,138822348
1491,138822372
1492,138822403
1493,138822423
1494,138822437
1495,138822449
1496,138822465
1497,138822484
1498,138822498
1499,138822516
1500,138822531
1501,138822550
1502,138822567
1503,138822581
1504,138822599
1505,138822616
1506,138822635
1507,138822652
1508,138822668
1509,138822687
1510,138822705
1511,138822725
1512,138822737
1513,138822754
1514,138822771
1515,138822787
1516,138822808
1517,138822826
1518,138822854
1519,138822894
1520,138822928
1521,138822941
1522,138822960
1523,138822981
1524,138823001
1525,138823020
1526,138823033
1527,138823051
1528,138823069
1529,138823085
1530,138823102
1531,138823120
1532,138823136
1533,138823152
1534,138823175
1535,138823194
1536,138823215
1537,138823225
1538,138823253
1539,138823269
1540,138823287
1541,138823312
1542,138823325
1543,138823336
1544,138823360
1545,138823375
1546,138823390
1547,138823410
1548,138823420
1549,138823443
1550,138823453
1551,138823473
1552,138823487
1553,138823505
1554,138823519
1555,138823536
1556,138823553
1557,138823569
1558,138823587
1559,138823603
1560,138823620
1561,138823636
1562,138823658
1563,138823671
1564,138823687
1565,138823704
1566,138823728
1567,138823742
1568,138823755
1569,138823771
1570,138823800
1571,138823831
1572,138823846
1573,138823861
1574,138823879
1575,138823887
1576,138823906
1577,138823923
1578,138823937
1579,138823954
1580,138823971
1581,138823987
1582,138824004
1583,138824021
1584,138824038
1585,138824055
1586,138824071
1587,138824088
1588,138824107
1589,138824122
1590,138824143
1591,138824154
1592,138824174
1593,138824189
1594,138824207
1595,138824225
1596,138824237
1597,138824261
1598,138824275
1599,138824293
1600,138824614
1601,138824620
1602,138824634
1603,138824651
1604,138824667
1605,138824681
1606,138824706
1607,138824732
1608,138824743
1609,138824760
1610,138824774
1611,138824789
1612,138824806
1613,138824829
1614,138824856
1615,138824877
1616,138824917
1617,138824941
1618,138824952
1619,138824980
1620,138824992
1621,138825008
1622,138825024
1623,138825041
1624,138825057
1625,138825075
1626,138825091
1627,138825110
1628,138825124
1629,138825140
1630,138825162
1631,138825174
1632,138825193
1633,138825210
1634,138825225
1635,138825240
1636,138825268
1637,138825283
1638,138825309
1639,138825334
1640,138825351
1641,138825370
1642,138825381
1643,138825401
1644,138825411
1645,138825428
1646,138825448
1647,138825462
1648,138825476
1649,138825492
1650,138825509
1651,138825526
1652,138825545
1653,138825556
1654,138825576
1655,138825590
1656,138825606
1657,138825623
1658,138825641
1659,138825656
1660,138825673
1661,138825691
1662,138825708
1663,138825726
1664,138825741
1665,138825760
1666,138825789
1667,138825798
1668,138825816
1669,138825833
1670,138825844
1671,138825860
1672,138825879
1673,138825896
1674,138825913
1675,138825927
1676,138825945
1677,138825963
1678,138825978
1679,138825994
1680,138826011
1681,138826027
1682,138826043
1683,138826059
1684,138826076
1685,138826092
1686,138826110
1687,138826126
1688,138826143
1689,138826160
1690,138826180
1691,138826195
1692,138826212
1693,138826226
1694,138826243
1695,138826261
1696,138826291
1697,138826314
1698,138826329
1699,138826354
1700,138826383
1701,138826416
1702,138826443
1703,138826458
1704,138826478
1705,138826498
1706,138826515
1707,138826529
1708,138826546
1709,138826563
1710,138826579
1711,138826595
1712,138826611
1713,138826628
1714,138826646
1715,138826661
1716,138826677
1717,138826695
1718,138826711
1719,138826727
1720,138826754
1721,138826770
1722,138826778
1723,138826796
1724,138826816
1725,138826859
1726,138826888
1727,138826916
1728,138826943
1729,138826964
1730,138826972
1731,138826980
1732,138826996
1733,138827013
1734,138827031
1735,138827047
1736,138827062
1737,138827081
1738,138827097
1739,138827113
1740,138827130
1741,138827146
1742,138827167
1743,138827182
1744,138827200
1745,138827214
1746,138827238
1747,138827252
1748,138827263
1749,138827277
1750,138827311
1751,138827321
1752,138827337
1753,138827358
1754,138827367
1755,138827385
1756,138827402
1757,138827415
1758,138827431
1759,138827449
1760,138827464
1761,138827483
1762,138827497
1763,138827515
1764,138827531
1765,138827547
1766,138827563
1767,138827580
1768,138827598
1769,138827626
1770,138827636
1771,138827646
1772,138827670
1773,138827681
1774,138827697
1775,138827717
1776,138827730
1777,138827746
1778,138827763
1779,138827782
1780,138827809
1781,138827824
1782,138827832
1783,138827851
1784,138827876
1785,138827885
1786,138827903
1787,138827922
1788,138827939
1789,138827953
1790,138827969
1791,138827983
1792,138827999
1793,138828016
1794,138828032
1795,138828049
1796,138828066
1797,138828083
1798,138828100
1799,138828117
1800,138828133
1801,138828149
1802,138828167
1803,138828190
1804,138828198
1805,138828218
1806,138828241
1807,138828249
1808,138828267
1809,138828284
1810,138828308
1811,138828321
1812,138828344
1813,138828360
1814,138828374
1815,138828392
1816,138828401
1817,138828419
1818,138828435
1819,138828451
1820,138828470
1821,138828485
1822,138828501
1823,138828520
1824,138828536
1825,138828554
1826,138828567
1827,138828583
1828,138828600
1829,138828616
1830,138828633
1831,138828650
1832,138828665
1833,138828685
1834,138828700
1835,138828716
1836,138828739
1837,138828755
1838,138828769
1839,138828787
1840,138828807
1841,138828835
1842,138828860
1843,138828889
1844,138828896
1845,138828908
1846,138828925
1847,138828935
1848,138828953
1849,138828970
1850,138828989
1851,138829004
1852,138829019
1853,138829035
1854,138829052
1855,138829069
1856,138829085
1857,138829101
1858,138829117
1859,138829134
1860,138829150
1861,138829168
1862,138829186
1863,138829200
1864,138829219
1865,138829233
1866,138829250
1867,138829268
1868,138829282
1869,138829301
1870,138829319
1871,138829339
1872,138829354
1873,138829374
1874,138829394
1875,138829422
1876,138829446
1877,138829454
1878,138829478
1879,138829488
1880,138829505
1881,138829522
1882,138829539
1883,138829555
1884,138829571
1885,138829588
1886,138829606
1887,138829622
1888,138829637
1889,138829654
1890,138829670
1891,138829686
1892,138829702
1893,138829718
1894,138829733
1895,138829752
1896,138829775
1897,138829783
1898,138829803
1899,138829818
1900,138829840
1901,138829867
1902,138829899
1903,138829922
1904,138829956
1905,138829981
1906,138830005
1907,138830025
1908,138830040
1909,138830054
1910,138830072
1911,138830088
1912,138830104
1913,138830121
1914,138830137
1915,138830155
1916,138830171
1917,138830191
1918,138830206
1919,138830223
1920,138830238
1921,138830263
1922,138830275
1923,138830287
1924,138830310
1925,138830320
1926,138830337
1927,138830355
1928,138830372
1929,138830408
1930,138830422
1931,138830442
1932,138830461
1933,138830484
1934,138830498
1935,138830509
1936,138830527
1937,138830540
1938,138830556
1939,138830572
1940,138830589
1941,138830605
1942,138830623
1943,138830639
1944,138830661
1945,138830673
1946,138830688
1947,138830709
1948,138830721
1949,138830738
1950,138830754
1951,138830777
1952,138830797
1953,138830809
1954,138830840
1955,138830847
1956,138830865
1957,138830887
1958,138830912
1959,138830926
1960,138830944
1961,138830966
1962,138830985
1963,138831008
1964,138831026
1965,138831041
1966,138831057
1967,138831073
1968,138831091
1969,138831107
1970,138831123
1971,138831140
1972,138831157
1973,138831173
1974,138831190
1975,138831206
1976,138831222
1977,138831245
1978,138831258
1979,138831274
1980,138831289
1981,138831308
1982,138831324
1983,138831340
1984,138831358
1985,138831380
1986,138831408
1987,138831427
1988,138831432
1989,138831444
1990,138831459
1991,138831475
1992,138831492
1993,138831514
1994,138831526
1995,138831542
1996,138831558
1997,138831575
1998,138831592
1999,138831609
2000,138831624
2001,138831641
2002,138831658
2003,138831674
2004,138831691
2005,138831709
2006,138831727
2007,138831740
2008,138831772
2009,138831793
2010,138831812
2011,138831835
2012,138831853
2013,138831863
2014,138831895
2015,138831921
2016,138831931
2017,138831960
2018,138831978
2019,138831998
2020,138832010
2021,138832028
2022,138832045
2023,138832060
2024,138832076
2025,138832093
2026,138832110
2027,138832127
2028,138832143
2029,138832160
2030,138832178
2031,138832193
2032,138832210
2033,138832225
2034,138832243
2035,138832259
2036,138832281
2037,138832294
2038,138832310
2039,138832341
2040,138832359
2041,138832386
2042,138832413
2043,138832428
2044,138832454
2045,138832462
2046,138832478
2047,138832498
2048,138832511
2049,138832528
2050,138832545
2051,138832561
2052,138832579
2053,138832594
2054,138832612
2055,138832627
2056,138832644
2057,138832660
2058,138832677
2059,138832694
2060,138832712
2061,138832729
2062,138832744
2063,138832765
2064,138832786
2065,138832803
2066,138832821
2067,138832836
2068,138832848
2069,138832865
2070,138832884
2071,138832911
2072,138832918
2073,138832928
2074,138832952
2075,138832973
2076,138832997
2077,138833019
2078,138833037
2079,138833049
2080,138833066
2081,138833079
2082,138833095
2083,138833111
2084,138833129
2085,138833145
2086,138833163
2087,138833179
2088,138833196
2089,138833212
2090,138833229
2091,138833251
2092,138833266
2093,138833282
2094,138833303
2095,138833324
2096,138833339
2097,138833346
2098,138833364
2099,138833382
2100,138833655
2101,138833661
2102,138833671
2103,138833685
2104,138833700
2105,138833718
2106,138833734
2107,138833748
2108,138833764
2109,138833782
2110,138833806
2111,138833831
2112,138833847
2113,138833869
2114,138833889
2115,138833905
2116,138833939
2117,138833951
2118,138833980
2119,138833987
2120,138833998
2121,138834017
2122,138834033
2123,138834048
2124,138834066
2125,138834085
2126,138834101
2127,138834116
2128,138834134
2129,138834150
2130,138834166
2131,138834183
2132,138834200
2133,138834216
2134,138834232
2135,138834248
2136,138834268
2137,138834292
